,Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
2239,Burney CDP,03/01/2020,2020,March,1200,100,0.07200000000000001
2240,Buttonwillow CDP,03/01/2020,2020,March,500,100,0.126
2241,Byron CDP,03/01/2020,2020,March,500,0,0.076
2242,Bystrom CDP,03/01/2020,2020,March,1200,100,0.08800000000000001
2243,Cabazon CDP,03/01/2020,2020,March,1200,100,0.045
2244,Calabasas city,03/01/2020,2020,March,11400,500,0.04
2245,Calexico city,03/01/2020,2020,March,12600,6500,0.33899999999999997
2246,California City city,03/01/2020,2020,March,3700,1100,0.23199999999999998
2247,Calimesa city,03/01/2020,2020,March,3400,200,0.053
2248,Calipatria city,03/01/2020,2020,March,900,300,0.258
2249,Calistoga city,03/01/2020,2020,March,2600,100,0.055
2250,Calwa CDP,03/01/2020,2020,March,800,200,0.195
2251,Camarillo city,03/01/2020,2020,March,32800,1300,0.038
2252,Cambria CDP,03/01/2020,2020,March,2500,100,0.05
2253,Cameron Park CDP,03/01/2020,2020,March,9300,400,0.043
2254,Campbell city,03/01/2020,2020,March,25700,800,0.03
2255,Cantua Creek CDP,03/01/2020,2020,March,100,0,0.099
2256,Canyondam CDP,03/01/2020,2020,March,10,40,0.7959999999999999
2257,Canyon Lake city,03/01/2020,2020,March,5200,100,0.027000000000000003
2258,Capitola city,03/01/2020,2020,March,5400,100,0.024
2259,Carlsbad city,03/01/2020,2020,March,52700,2100,0.039
2260,Carmel by the Sea city,03/01/2020,2020,March,1500,0,0.003
2261,Carmel Valley Village CDP,03/01/2020,2020,March,2200,500,0.17800000000000002
2262,Carmichael CDP,03/01/2020,2020,March,29300,1500,0.048
2263,Carpinteria city,03/01/2020,2020,March,6800,300,0.048
2264,Carson city,03/01/2020,2020,March,42000,3100,0.069
2265,Cartago CDP,03/01/2020,2020,March,0,0,0.0
2266,Caruthers CDP,03/01/2020,2020,March,1100,100,0.107
2267,Casa Conejo CDP,03/01/2020,2020,March,1600,100,0.075
2268,Casa de Oro Mount Helix CDP,03/01/2020,2020,March,9300,400,0.04
2269,Castro Valley CDP,03/01/2020,2020,March,30300,1100,0.036000000000000004
2270,Castroville CDP,03/01/2020,2020,March,2800,800,0.217
2271,Cathedral City city,03/01/2020,2020,March,24900,1100,0.044000000000000004
2272,Cayucos CDP,03/01/2020,2020,March,1300,100,0.037000000000000005
2273,Ceres city,03/01/2020,2020,March,19700,1900,0.09
2274,Cerritos city,03/01/2020,2020,March,23400,1300,0.054000000000000006
2275,Challenge Brownsville CDP,03/01/2020,2020,March,300,0,0.0
2276,Channel Islands Beach CDP,03/01/2020,2020,March,1500,200,0.131
2277,Charter Oak CDP,03/01/2020,2020,March,4500,400,0.079
2278,Cherryland CDP,03/01/2020,2020,March,6900,500,0.071
2279,Cherry Valley CDP,03/01/2020,2020,March,3200,100,0.032
2280,Chester CDP,03/01/2020,2020,March,830,110,0.115
2281,Chico city,03/01/2020,2020,March,44600,2400,0.051
2282,Chilcoot Vinton CDP,03/01/2020,2020,March,0,20,1.0
2283,China Lake Acres CDP,03/01/2020,2020,March,500,100,0.10400000000000001
2284,Chinese Camp CDP,03/01/2020,2020,March,30,0,0.0
2285,Chino city,03/01/2020,2020,March,41500,1800,0.043
2286,Chino Hills city,03/01/2020,2020,March,43800,1500,0.034
2287,Chowchilla city,03/01/2020,2020,March,4100,400,0.095
2288,Chualar CDP,03/01/2020,2020,March,600,100,0.135
2289,Chula Vista city,03/01/2020,2020,March,116900,5800,0.047
2290,Citrus CDP,03/01/2020,2020,March,5000,200,0.046
2291,Citrus Heights city,03/01/2020,2020,March,41600,2000,0.047
2292,Claremont city,03/01/2020,2020,March,15800,1000,0.059000000000000004
2293,Clayton city,03/01/2020,2020,March,5700,100,0.019
2294,Clearlake city,03/01/2020,2020,March,5370,840,0.136
2295,Clearlake Oaks CDP,03/01/2020,2020,March,720,80,0.102
2296,Clio CDP,03/01/2020,2020,March,30,0,0.0
2297,Cloverdale city,03/01/2020,2020,March,4300,100,0.021
2298,Clovis city,03/01/2020,2020,March,51200,2300,0.044000000000000004
2299,Clyde CDP,03/01/2020,2020,March,300,0,0.031
2300,Coachella city,03/01/2020,2020,March,17800,2400,0.11699999999999999
2301,Coalinga city,03/01/2020,2020,March,5700,800,0.11599999999999999
2302,Cobb CDP,03/01/2020,2020,March,480,30,0.049
2303,Colfax city,03/01/2020,2020,March,900,100,0.063
2304,Colton city,03/01/2020,2020,March,23400,1200,0.051
2305,Columbia CDP,03/01/2020,2020,March,670,120,0.146
2306,Colusa city,03/01/2020,2020,March,2470,620,0.2
2307,Commerce city,03/01/2020,2020,March,5300,500,0.078
2308,Compton city,03/01/2020,2020,March,35200,3400,0.08800000000000001
2309,Concord city,03/01/2020,2020,March,62800,2400,0.037000000000000005
2310,Concow CDP,03/01/2020,2020,March,200,0,0.145
2311,Copperopolis CDP,03/01/2020,2020,March,2250,140,0.059000000000000004
2312,Corcoran city,03/01/2020,2020,March,3700,1100,0.237
2313,Corning city,03/01/2020,2020,March,2660,270,0.092
2314,Corona city,03/01/2020,2020,March,80700,3500,0.040999999999999995
2315,Coronado city,03/01/2020,2020,March,7300,300,0.037000000000000005
2316,Corralitos CDP,03/01/2020,2020,March,1100,100,0.07200000000000001
2317,Corte Madera town,03/01/2020,2020,March,5300,200,0.04
2318,Costa Mesa city,03/01/2020,2020,March,62500,2200,0.034
2319,Cotati city,03/01/2020,2020,March,4100,200,0.039
2320,Coto de Caza CDP,03/01/2020,2020,March,7200,300,0.035
2321,Cottonwood CDP,03/01/2020,2020,March,1300,100,0.066
2322,Country Club CDP,03/01/2020,2020,March,4100,700,0.139
2323,Covelo CDP,03/01/2020,2020,March,390,30,0.07400000000000001
2324,Covina city,03/01/2020,2020,March,21900,1700,0.073
2325,Crescent City city,03/01/2020,2020,March,1340,90,0.064
2326,Crescent Mills CDP,03/01/2020,2020,March,110,0,0.0
2327,Crestline CDP,03/01/2020,2020,March,4300,100,0.031
2328,C Road CDP,03/01/2020,2020,March,50,10,0.188
2329,Crockett CDP,03/01/2020,2020,March,1600,100,0.059000000000000004
2330,Cromberg CDP,03/01/2020,2020,March,80,0,0.0
2331,Cudahy city,03/01/2020,2020,March,9200,600,0.065
2332,Culver City city,03/01/2020,2020,March,21100,1400,0.061
2333,Cupertino city,03/01/2020,2020,March,28500,900,0.032
2334,Cutler CDP,03/01/2020,2020,March,2100,400,0.156
2335,Cypress city,03/01/2020,2020,March,23700,900,0.037000000000000005
2336,Daly City city,03/01/2020,2020,March,63200,1900,0.028999999999999998
2337,Dana Point city,03/01/2020,2020,March,17800,700,0.035
2338,Danville town,03/01/2020,2020,March,19800,700,0.035
2339,Darwin CDP,03/01/2020,2020,March,10,0,0.0
2340,Davis city,03/01/2020,2020,March,34200,1100,0.032
2341,Day Valley CDP,03/01/2020,2020,March,1500,100,0.077
2342,Deer Park CDP,03/01/2020,2020,March,300,0,0.068
2343,Del Aire CDP,03/01/2020,2020,March,5100,300,0.053
2344,Delano city,03/01/2020,2020,March,16300,9800,0.376
2345,Delhi CDP,03/01/2020,2020,March,4700,700,0.125
2346,Delleker CDP,03/01/2020,2020,March,150,0,0.0
2347,Del Mar city,03/01/2020,2020,March,2200,100,0.03
2348,Del Monte Forest CDP,03/01/2020,2020,March,1400,200,0.14
2349,Del Rey CDP,03/01/2020,2020,March,500,100,0.138
2350,Del Rey Oaks city,03/01/2020,2020,March,800,100,0.132
2351,Denair CDP,03/01/2020,2020,March,2300,200,0.078
2352,Derby Acres CDP,03/01/2020,2020,March,100,0,0.017
2353,Desert Hot Springs city,03/01/2020,2020,March,10800,800,0.069
2354,Desert View Highlands CDP,03/01/2020,2020,March,900,100,0.10300000000000001
2355,Diablo CDP,03/01/2020,2020,March,100,0,0.0
2356,Diamond Bar city,03/01/2020,2020,March,28100,1600,0.053
2357,Diamond Springs CDP,03/01/2020,2020,March,5000,300,0.061
2358,Dinuba city,03/01/2020,2020,March,8900,2200,0.195
2359,Discovery Bay CDP,03/01/2020,2020,March,7500,300,0.038
2360,Dixon city,03/01/2020,2020,March,9200,500,0.051
2361,Dixon Lane Meadow Creek CDP,03/01/2020,2020,March,1160,70,0.055
2362,Dollar Point CDP,03/01/2020,2020,March,500,0,0.027000000000000003
2363,Dorrington CDP,03/01/2020,2020,March,70,10,0.066
2364,Dos Palos city,03/01/2020,2020,March,1900,200,0.1
2365,Downey city,03/01/2020,2020,March,52600,3400,0.061
2366,Duarte city,03/01/2020,2020,March,10000,900,0.079
2367,Dublin city,03/01/2020,2020,March,31100,1000,0.032
2368,Ducor CDP,03/01/2020,2020,March,200,0,0.136
2369,Dunsmuir city,03/01/2020,2020,March,570,40,0.066
2370,Durham CDP,03/01/2020,2020,March,2700,100,0.032
2371,Dustin Acres CDP,03/01/2020,2020,March,200,0,0.054000000000000006
2372,Earlimart CDP,03/01/2020,2020,March,3200,900,0.217
2373,East Foothills CDP,03/01/2020,2020,March,3600,100,0.021
2374,East Hemet CDP,03/01/2020,2020,March,7600,700,0.084
2375,East Los Angeles CDP,03/01/2020,2020,March,49500,5900,0.106
2376,East Oakdale CDP,03/01/2020,2020,March,1500,100,0.071
2377,Easton CDP,03/01/2020,2020,March,1000,100,0.11599999999999999
2378,East Orosi CDP,03/01/2020,2020,March,300,200,0.39899999999999997
2379,East Palo Alto city,03/01/2020,2020,March,14500,600,0.037000000000000005
2380,East Pasadena CDP,03/01/2020,2020,March,2900,100,0.027000000000000003
2381,East Porterville CDP,03/01/2020,2020,March,1900,900,0.317
2382,East Quincy CDP,03/01/2020,2020,March,1090,20,0.02
2383,East Richmond Heights CDP,03/01/2020,2020,March,1900,0,0.018000000000000002
2384,East San Gabriel CDP,03/01/2020,2020,March,7200,200,0.025
2385,East Shore CDP,03/01/2020,2020,March,30,140,0.805
2386,East Sonora CDP,03/01/2020,2020,March,900,0,0.0
2387,Eastvale City city,03/01/2020,2020,March,31300,1300,0.040999999999999995
2388,Edwards AFB CDP,03/01/2020,2020,March,300,100,0.138
2389,El Cajon city,03/01/2020,2020,March,42600,2000,0.046
2390,El Centro city,03/01/2020,2020,March,15800,2700,0.14800000000000002
2391,El Cerrito city,03/01/2020,2020,March,13300,500,0.034
2392,El Cerrito CDP,03/01/2020,2020,March,2300,100,0.033
2393,El Dorado Hills CDP,03/01/2020,2020,March,21600,800,0.037000000000000005
2394,El Granada CDP,03/01/2020,2020,March,3500,100,0.026000000000000002
2395,Elk Grove CDP,03/01/2020,2020,March,79400,3300,0.04
2396,Elkhorn CDP,03/01/2020,2020,March,600,100,0.18100000000000002
2397,Elmira CDP,03/01/2020,2020,March,100,0,0.042
2398,El Monte city,03/01/2020,2020,March,47400,3400,0.067
2399,El Paso de Robles (Paso Robles) city,03/01/2020,2020,March,15800,600,0.037000000000000005
2400,El Rio CDP,03/01/2020,2020,March,2600,200,0.083
2401,El Segundo city,03/01/2020,2020,March,8600,700,0.076
2402,El Sobrante CDP,03/01/2020,2020,March,7100,400,0.05
2403,El Verano CDP,03/01/2020,2020,March,1800,0,0.016
2404,Emeryville city,03/01/2020,2020,March,7100,200,0.027999999999999997
2405,Empire CDP,03/01/2020,2020,March,1500,100,0.057
2406,Encinitas city,03/01/2020,2020,March,31800,1100,0.034
2407,Escalon city,03/01/2020,2020,March,3600,200,0.045
2408,Escondido city,03/01/2020,2020,March,66100,2800,0.04
2409,Esparto CDP,03/01/2020,2020,March,1800,100,0.057
2410,Eureka city,03/01/2020,2020,March,11900,500,0.043
2411,Exeter city,03/01/2020,2020,March,4100,700,0.145
2412,Fairfax town,03/01/2020,2020,March,4500,100,0.027999999999999997
2413,Fairfield city,03/01/2020,2020,March,50900,2600,0.049
2414,Fair Oaks CDP,03/01/2020,2020,March,14400,500,0.032
2415,Fairview CDP,03/01/2020,2020,March,5200,100,0.019
2416,Fallbrook CDP,03/01/2020,2020,March,13600,600,0.039
2417,Fall River Mills CDP,03/01/2020,2020,March,100,0,0.0
2418,Farmersville city,03/01/2020,2020,March,4200,900,0.175
2419,Farmington CDP,03/01/2020,2020,March,0,0,0.0
2420,Fellows CDP,03/01/2020,2020,March,0,0,0.11800000000000001
2421,Felton CDP,03/01/2020,2020,March,2100,300,0.11
2422,Ferndale city,03/01/2020,2020,March,600,0,0.02
2423,Fetters Hot Springs Agua Caliente CDP,03/01/2020,2020,March,2400,0,0.016
2424,Fillmore city,03/01/2020,2020,March,7000,300,0.040999999999999995
2425,Firebaugh city,03/01/2020,2020,March,3200,700,0.18
2426,Florence Graham CDP,03/01/2020,2020,March,25000,2400,0.08800000000000001
2427,Florin CDP,03/01/2020,2020,March,18900,1700,0.08199999999999999
2428,Folsom city,03/01/2020,2020,March,36100,1300,0.034
2429,Fontana city,03/01/2020,2020,March,94600,4800,0.048
2430,Foothill Farms CDP,03/01/2020,2020,March,14400,800,0.051
2431,Ford City CDP,03/01/2020,2020,March,1600,300,0.135
2432,Foresthill CDP,03/01/2020,2020,March,700,0,0.036000000000000004
2433,Forest Meadows CDP,03/01/2020,2020,March,500,60,0.099
2434,Forestville CDP,03/01/2020,2020,March,2000,100,0.043
2435,Fort Bragg city,03/01/2020,2020,March,2960,180,0.059000000000000004
2436,Fortuna city,03/01/2020,2020,March,4900,200,0.043
2437,Foster City city,03/01/2020,2020,March,19500,600,0.027999999999999997
2438,Fountain Valley city,03/01/2020,2020,March,26700,1100,0.039
2439,Fowler city,03/01/2020,2020,March,2700,200,0.083
2440,Frazier Park CDP,03/01/2020,2020,March,1000,200,0.13
2441,Freedom CDP,03/01/2020,2020,March,1700,200,0.11900000000000001
2442,Fremont city,03/01/2020,2020,March,115200,4100,0.034
2443,French Camp CDP,03/01/2020,2020,March,1000,100,0.09
2444,Fresno city,03/01/2020,2020,March,215300,17100,0.073
2445,Friant CDP,03/01/2020,2020,March,200,0,0.184
2446,Fullerton city,03/01/2020,2020,March,66300,2500,0.037000000000000005
2447,Furnace Creek CDP,03/01/2020,2020,March,110,0,0.009000000000000001
2448,Galt city,03/01/2020,2020,March,10900,900,0.079
2449,Gardena city,03/01/2020,2020,March,27700,2000,0.067
2450,Garden Acres CDP,03/01/2020,2020,March,4100,500,0.114
2451,Garden Grove city,03/01/2020,2020,March,76900,3400,0.042
2452,Georgetown CDP,03/01/2020,2020,March,1100,100,0.10300000000000001
2453,Gilroy city,03/01/2020,2020,March,29000,1300,0.044000000000000004
2454,Glendale city,03/01/2020,2020,March,95100,6100,0.06
2455,Glendora city,03/01/2020,2020,March,24000,1600,0.061
2456,Glen Ellen CDP,03/01/2020,2020,March,500,0,0.0
2457,Golden Hills CDP,03/01/2020,2020,March,4100,300,0.059000000000000004
2458,Gold River CDP,03/01/2020,2020,March,3300,200,0.053
2459,Goleta City,03/01/2020,2020,March,16100,500,0.028999999999999998
2460,Gonzales city,03/01/2020,2020,March,3800,100,0.025
2461,Goshen CDP,03/01/2020,2020,March,1300,200,0.15
2462,Graeagle CDP,03/01/2020,2020,March,170,20,0.121
2463,Grand Terrace city,03/01/2020,2020,March,6200,300,0.05
2464,Granite Bay CDP,03/01/2020,2020,March,10100,500,0.043
2465,Grass Valley city,03/01/2020,2020,March,5390,340,0.06
2466,Graton CDP,03/01/2020,2020,March,700,100,0.071
2467,Greenfield city,03/01/2020,2020,March,7200,800,0.105
2468,Greenhorn CDP,03/01/2020,2020,March,110,30,0.209
2469,Green Valley CDP,03/01/2020,2020,March,800,0,0.0
2470,Greenville CDP,03/01/2020,2020,March,340,130,0.273
2471,Gridley city,03/01/2020,2020,March,2400,200,0.077
2472,Grover Beach city,03/01/2020,2020,March,6600,300,0.049
2473,Guadalupe city,03/01/2020,2020,March,3100,200,0.048
2474,Guerneville CDP,03/01/2020,2020,March,2400,100,0.04
2475,Gustine city,03/01/2020,2020,March,2400,400,0.13699999999999998
2476,Hacienda Heights CDP,03/01/2020,2020,March,24200,1300,0.052000000000000005
2477,Half Moon Bay city,03/01/2020,2020,March,7500,200,0.022000000000000002
2478,Hamilton Branch CDP,03/01/2020,2020,March,180,50,0.228
2479,Hamilton City CDP,03/01/2020,2020,March,950,100,0.09300000000000001
2480,Hanford city,03/01/2020,2020,March,22800,2600,0.10099999999999999
2481,Hawaiian Gardens city,03/01/2020,2020,March,5800,400,0.069
2482,Hawthorne city,03/01/2020,2020,March,41000,2900,0.065
2483,Hayfork CDP,03/01/2020,2020,March,870,20,0.025
2484,Hayward city,03/01/2020,2020,March,73900,3200,0.042
2485,Healdsburg city,03/01/2020,2020,March,5800,200,0.034
2486,Heber CDP,03/01/2020,2020,March,1500,400,0.214
2487,Hemet city,03/01/2020,2020,March,27500,2300,0.077
2488,Hercules city,03/01/2020,2020,March,13300,500,0.039
2489,Hermosa Beach city,03/01/2020,2020,March,11800,400,0.032
2490,Hesperia city,03/01/2020,2020,March,33600,2400,0.066
2491,Hidden Hills city,03/01/2020,2020,March,600,0,0.054000000000000006
2492,Hidden Valley Lake CDP,03/01/2020,2020,March,3010,70,0.022000000000000002
2493,Highgrove CDP,03/01/2020,2020,March,2300,200,0.083
2494,Highland city,03/01/2020,2020,March,23400,1300,0.051
2495,Hillsborough town,03/01/2020,2020,March,5000,200,0.028999999999999998
2496,Hilmar Irwin CDP,03/01/2020,2020,March,2600,100,0.045
2497,Hollister city,03/01/2020,2020,March,18500,1800,0.08900000000000001
2498,Holtville city,03/01/2020,2020,March,2000,600,0.22699999999999998
2499,Home Garden CDP,03/01/2020,2020,March,500,100,0.19699999999999998
2500,Home Gardens CDP,03/01/2020,2020,March,5000,200,0.046
2501,Homeland CDP,03/01/2020,2020,March,2700,200,0.057999999999999996
2502,Hughson city,03/01/2020,2020,March,3200,200,0.064
2503,Huntington Beach city,03/01/2020,2020,March,102900,4000,0.037000000000000005
2504,Huntington Park city,03/01/2020,2020,March,24300,1700,0.064
2505,Huron city,03/01/2020,2020,March,2200,400,0.159
2506,Hydesville CDP,03/01/2020,2020,March,500,0,0.006
2507,Idyllwild Pine Cove CDP,03/01/2020,2020,March,1200,0,0.032
2508,Imperial city,03/01/2020,2020,March,6700,1500,0.183
2509,Imperial Beach city,03/01/2020,2020,March,11300,600,0.053
2510,Independence CDP,03/01/2020,2020,March,210,10,0.032
2511,Indian Falls CDP,03/01/2020,2020,March,0,0,0.0
2512,Indian Wells city,03/01/2020,2020,March,1800,100,0.045
2513,Indio city,03/01/2020,2020,March,38300,2500,0.061
2514,Industry city,03/01/2020,2020,March,100,0,0.073
2515,Inglewood city,03/01/2020,2020,March,47800,3900,0.076
2516,Interlaken CDP,03/01/2020,2020,March,3200,300,0.086
2517,Inverness CDP,03/01/2020,2020,March,500,0,0.013999999999999999
2518,Inyokern CDP,03/01/2020,2020,March,300,0,0.0
2519,Ione city,03/01/2020,2020,March,2010,110,0.052000000000000005
2520,Iron Horse CDP,03/01/2020,2020,March,50,0,0.0
2521,Irvine city,03/01/2020,2020,March,139900,5100,0.035
2522,Irwindale city,03/01/2020,2020,March,600,100,0.096
2523,Isla Vista CDP,03/01/2020,2020,March,11000,1600,0.128
2524,Isleton city,03/01/2020,2020,March,300,0,0.045
2525,Ivanhoe CDP,03/01/2020,2020,March,1500,300,0.163
2526,Jackson city,03/01/2020,2020,March,2050,100,0.045
2527,Jamestown CDP,03/01/2020,2020,March,1080,130,0.105
2528,Johannesburg CDP,03/01/2020,2020,March,0,0,0.0
2529,Johnsville CDP,03/01/2020,2020,March,0,0,0.0
2530,Joshua Tree CDP,03/01/2020,2020,March,2200,200,0.081
2531,Jurupa Valley city,03/01/2020,2020,March,46400,2500,0.052000000000000005
2532,Keddie CDP,03/01/2020,2020,March,10,20,0.611
2533,Keeler CDP,03/01/2020,2020,March,10,0,0.0
2534,Keene CDP,03/01/2020,2020,March,100,0,0.125
2535,Kelseyville CDP,03/01/2020,2020,March,1400,70,0.048
2536,Kennedy CDP,03/01/2020,2020,March,1300,200,0.134
2537,Kensington CDP,03/01/2020,2020,March,2700,100,0.025
2538,Kerman city,03/01/2020,2020,March,6200,600,0.094
2539,Kernville CDP,03/01/2020,2020,March,500,0,0.0
2540,Kettleman City CDP,03/01/2020,2020,March,500,100,0.177
2541,Keyes CDP,03/01/2020,2020,March,2500,200,0.08800000000000001
2542,King City city,03/01/2020,2020,March,5700,400,0.069
2543,Kings Beach CDP,03/01/2020,2020,March,1800,0,0.015
2544,Kingsburg city,03/01/2020,2020,March,5300,400,0.076
2545,Kirkwood CDP,03/01/2020,2020,March,70,0,0.027000000000000003
2546,Klamath CDP,03/01/2020,2020,March,190,30,0.126
2547,Knightsen CDP,03/01/2020,2020,March,600,0,0.022000000000000002
2548,La Canada Flintridge city,03/01/2020,2020,March,8900,300,0.03
2549,La Crescenta Montrose CDP,03/01/2020,2020,March,9200,500,0.047
