Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Delleker CDP,09/01/2020,2020,September,160,0,0
Del Mar city,09/01/2020,2020,September,2100,100,0.067
Del Monte Forest CDP,09/01/2020,2020,September,1300,200,0.101
Del Rey CDP,09/01/2020,2020,September,500,100,0.131
Del Rey Oaks city,09/01/2020,2020,September,800,100,0.096
Denair CDP,09/01/2020,2020,September,2100,200,0.095
Derby Acres CDP,09/01/2020,2020,September,100,0,0.018
Desert Hot Springs city,09/01/2020,2020,September,10100,2200,0.176
Desert View Highlands CDP,09/01/2020,2020,September,800,200,0.225
Diablo CDP,09/01/2020,2020,September,100,0,0
Diamond Bar city,09/01/2020,2020,September,25200,3600,0.126
Diamond Springs CDP,09/01/2020,2020,September,4700,500,0.096
Dinuba city,09/01/2020,2020,September,8400,1700,0.164
Discovery Bay CDP,09/01/2020,2020,September,6800,600,0.086
Dixon city,09/01/2020,2020,September,8500,900,0.098
Dixon Lane Meadow Creek CDP,09/01/2020,2020,September,1070,90,0.081
Dollar Point CDP,09/01/2020,2020,September,500,0,0.048
Dorrington CDP,09/01/2020,2020,September,70,10,0.096
Dos Palos city,09/01/2020,2020,September,2000,200,0.08
Downey city,09/01/2020,2020,September,47300,8300,0.149
Duarte city,09/01/2020,2020,September,9000,2000,0.178
Dublin city,09/01/2020,2020,September,28300,2100,0.07
Ducor CDP,09/01/2020,2020,September,200,0,0.112
Dunsmuir city,09/01/2020,2020,September,560,30,0.053
Durham CDP,09/01/2020,2020,September,2500,100,0.04
Dustin Acres CDP,09/01/2020,2020,September,200,0,0.057
Earlimart CDP,09/01/2020,2020,September,3000,700,0.183
East Foothills CDP,09/01/2020,2020,September,3400,200,0.044
East Hemet CDP,09/01/2020,2020,September,7100,1300,0.159
East Los Angeles CDP,09/01/2020,2020,September,44500,13400,0.232
East Oakdale CDP,09/01/2020,2020,September,1400,100,0.087
Easton CDP,09/01/2020,2020,September,900,100,0.11
East Orosi CDP,09/01/2020,2020,September,200,100,0.35
East Palo Alto city,09/01/2020,2020,September,13400,1300,0.091
East Pasadena CDP,09/01/2020,2020,September,2600,200,0.066
East Porterville CDP,09/01/2020,2020,September,1800,700,0.273
East Quincy CDP,09/01/2020,2020,September,1160,10,0.011
East Richmond Heights CDP,09/01/2020,2020,September,1700,100,0.043
East San Gabriel CDP,09/01/2020,2020,September,6500,400,0.062
East Shore CDP,09/01/2020,2020,September,40,80,0.686
East Sonora CDP,09/01/2020,2020,September,800,0,0
Eastvale City city,09/01/2020,2020,September,29200,3000,0.094
Edwards AFB CDP,09/01/2020,2020,September,300,100,0.141
El Cajon city,09/01/2020,2020,September,40100,5700,0.125
El Centro city,09/01/2020,2020,September,14600,3400,0.192
El Cerrito city,09/01/2020,2020,September,12100,1100,0.083
El Cerrito CDP,09/01/2020,2020,September,2100,200,0.066
El Dorado Hills CDP,09/01/2020,2020,September,20300,1300,0.06
El Granada CDP,09/01/2020,2020,September,3200,200,0.066
Elk Grove CDP,09/01/2020,2020,September,74500,7100,0.087
Elkhorn CDP,09/01/2020,2020,September,500,100,0.132
Elmira CDP,09/01/2020,2020,September,100,0,0.088
El Monte city,09/01/2020,2020,September,42600,8700,0.17
El Paso de Robles (Paso Robles) city,09/01/2020,2020,September,14000,1100,0.073
El Rio CDP,09/01/2020,2020,September,2400,400,0.143
El Segundo city,09/01/2020,2020,September,7800,1600,0.174
El Sobrante CDP,09/01/2020,2020,September,6500,800,0.113
El Verano CDP,09/01/2020,2020,September,1700,100,0.033
Emeryville city,09/01/2020,2020,September,6500,500,0.067
Empire CDP,09/01/2020,2020,September,1400,100,0.07
Encinitas city,09/01/2020,2020,September,29900,2100,0.066
Escalon city,09/01/2020,2020,September,3400,200,0.062
Escondido city,09/01/2020,2020,September,62200,5700,0.085
Esparto CDP,09/01/2020,2020,September,1700,100,0.069
Eureka city,09/01/2020,2020,September,11200,1000,0.079
Exeter city,09/01/2020,2020,September,3800,500,0.121
Fairfax town,09/01/2020,2020,September,4200,300,0.059
Fairfield city,09/01/2020,2020,September,46900,5000,0.097
Fair Oaks CDP,09/01/2020,2020,September,13500,1000,0.067
Fairview CDP,09/01/2020,2020,September,4700,200,0.046
Fallbrook CDP,09/01/2020,2020,September,12800,1200,0.084
Fall River Mills CDP,09/01/2020,2020,September,100,0,0
Farmersville city,09/01/2020,2020,September,4000,700,0.147
Farmington CDP,09/01/2020,2020,September,0,0,0
Fellows CDP,09/01/2020,2020,September,0,0,0.125
Felton CDP,09/01/2020,2020,September,1900,200,0.11
Ferndale city,09/01/2020,2020,September,500,0,0.03
Fetters Hot Springs Agua Caliente CDP,09/01/2020,2020,September,2300,100,0.032
Fillmore city,09/01/2020,2020,September,6500,500,0.073
Firebaugh city,09/01/2020,2020,September,3100,600,0.171
Florence Graham CDP,09/01/2020,2020,September,22400,5500,0.196
Florin CDP,09/01/2020,2020,September,17800,3400,0.161
Folsom city,09/01/2020,2020,September,33800,2300,0.062
Fontana city,09/01/2020,2020,September,88200,9900,0.101
Foothill Farms CDP,09/01/2020,2020,September,13500,1500,0.103
Ford City CDP,09/01/2020,2020,September,1500,200,0.138
Foresthill CDP,09/01/2020,2020,September,700,0,0.063
Forest Meadows CDP,09/01/2020,2020,September,460,70,0.131
Forestville CDP,09/01/2020,2020,September,1900,200,0.084
Fort Bragg city,09/01/2020,2020,September,2740,240,0.082
Fortuna city,09/01/2020,2020,September,4600,300,0.066
Foster City city,09/01/2020,2020,September,18000,1000,0.051
Fountain Valley city,09/01/2020,2020,September,25000,2600,0.094
Fowler city,09/01/2020,2020,September,2600,200,0.079
Frazier Park CDP,09/01/2020,2020,September,1000,100,0.133
Freedom CDP,09/01/2020,2020,September,1600,200,0.12
Fremont city,09/01/2020,2020,September,105000,7800,0.07
French Camp CDP,09/01/2020,2020,September,1000,100,0.122
Fresno city,09/01/2020,2020,September,209800,26800,0.113
Friant CDP,09/01/2020,2020,September,200,0,0.174
Fullerton city,09/01/2020,2020,September,62000,7000,0.102
Furnace Creek CDP,09/01/2020,2020,September,100,0,0.01
Galt city,09/01/2020,2020,September,10200,900,0.085
Gardena city,09/01/2020,2020,September,24900,5100,0.171
Garden Acres CDP,09/01/2020,2020,September,3900,700,0.153
Garden Grove city,09/01/2020,2020,September,71900,10300,0.126
Georgetown CDP,09/01/2020,2020,September,1000,200,0.159
Gilroy city,09/01/2020,2020,September,27400,2400,0.082
Glendale city,09/01/2020,2020,September,85500,16100,0.158
Glendora city,09/01/2020,2020,September,21600,2900,0.12
Glen Ellen CDP,09/01/2020,2020,September,500,0,0
Golden Hills CDP,09/01/2020,2020,September,3900,200,0.061
Gold River CDP,09/01/2020,2020,September,3100,400,0.108
Goleta City,09/01/2020,2020,September,15700,1100,0.066
Gonzales city,09/01/2020,2020,September,3500,100,0.018
Goshen CDP,09/01/2020,2020,September,1200,200,0.125
Graeagle CDP,09/01/2020,2020,September,190,10,0.07
Grand Terrace city,09/01/2020,2020,September,5800,700,0.103
Granite Bay CDP,09/01/2020,2020,September,9500,800,0.075
Grass Valley city,09/01/2020,2020,September,5050,510,0.092
Graton CDP,09/01/2020,2020,September,700,100,0.135
Greenfield city,09/01/2020,2020,September,6600,500,0.075
Greenhorn CDP,09/01/2020,2020,September,110,20,0.124
Green Valley CDP,09/01/2020,2020,September,700,0,0
Greenville CDP,09/01/2020,2020,September,360,70,0.169
Gridley city,09/01/2020,2020,September,2300,200,0.095
Grover Beach city,09/01/2020,2020,September,5800,600,0.09
Guadalupe city,09/01/2020,2020,September,3000,200,0.062
Guerneville CDP,09/01/2020,2020,September,2300,200,0.077
Gustine city,09/01/2020,2020,September,2400,300,0.11
Hacienda Heights CDP,09/01/2020,2020,September,21800,3000,0.122
Half Moon Bay city,09/01/2020,2020,September,6900,400,0.056
Hamilton Branch CDP,09/01/2020,2020,September,190,30,0.139
Hamilton City CDP,09/01/2020,2020,September,930,80,0.076
Hanford city,09/01/2020,2020,September,21800,2500,0.102
Hawaiian Gardens city,09/01/2020,2020,September,5200,1000,0.158
Hawthorne city,09/01/2020,2020,September,36800,8400,0.185
Hayfork CDP,09/01/2020,2020,September,860,20,0.018
Hayward city,09/01/2020,2020,September,67400,8300,0.11
Healdsburg city,09/01/2020,2020,September,5400,400,0.066
Heber CDP,09/01/2020,2020,September,1400,400,0.221
Hemet city,09/01/2020,2020,September,25700,4000,0.136
Hercules city,09/01/2020,2020,September,12100,1300,0.095
Hermosa Beach city,09/01/2020,2020,September,10600,900,0.076
Hesperia city,09/01/2020,2020,September,31300,4200,0.117
Hidden Hills city,09/01/2020,2020,September,500,100,0.125
Hidden Valley Lake CDP,09/01/2020,2020,September,2930,80,0.027
Highgrove CDP,09/01/2020,2020,September,2100,400,0.158
Highland city,09/01/2020,2020,September,21800,2800,0.112
Hillsborough town,09/01/2020,2020,September,4600,400,0.074
Hilmar Irwin CDP,09/01/2020,2020,September,2600,100,0.036
Hollister city,09/01/2020,2020,September,17600,1900,0.095
Holtville city,09/01/2020,2020,September,1900,600,0.234
Home Garden CDP,09/01/2020,2020,September,500,100,0.166
Home Gardens CDP,09/01/2020,2020,September,4700,500,0.09
Homeland CDP,09/01/2020,2020,September,2500,300,0.114
Hughson city,09/01/2020,2020,September,3000,300,0.079
Huntington Beach city,09/01/2020,2020,September,96200,9000,0.086
Huntington Park city,09/01/2020,2020,September,21800,3500,0.14
Huron city,09/01/2020,2020,September,2200,400,0.151
Hydesville CDP,09/01/2020,2020,September,500,0,0.009
Idyllwild Pine Cove CDP,09/01/2020,2020,September,1200,100,0.065
Imperial city,09/01/2020,2020,September,6200,1400,0.189
Imperial Beach city,09/01/2020,2020,September,10600,1500,0.121
Independence CDP,09/01/2020,2020,September,190,10,0.044
Indian Falls CDP,09/01/2020,2020,September,0,0,0
Indian Wells city,09/01/2020,2020,September,1600,200,0.088
Indio city,09/01/2020,2020,September,35700,5300,0.13
Industry city,09/01/2020,2020,September,100,0,0.167
Inglewood city,09/01/2020,2020,September,42900,10900,0.202
Interlaken CDP,09/01/2020,2020,September,2900,300,0.086
Inverness CDP,09/01/2020,2020,September,500,0,0.027
Inyokern CDP,09/01/2020,2020,September,300,0,0
Ione city,09/01/2020,2020,September,1860,170,0.083
Iron Horse CDP,09/01/2020,2020,September,60,0,0
Irvine city,09/01/2020,2020,September,130800,10300,0.073
Irwindale city,09/01/2020,2020,September,500,100,0.213
Isla Vista CDP,09/01/2020,2020,September,10700,2100,0.161
Isleton city,09/01/2020,2020,September,300,0,0.095
Ivanhoe CDP,09/01/2020,2020,September,1500,200,0.136
Jackson city,09/01/2020,2020,September,1890,150,0.072
Jamestown CDP,09/01/2020,2020,September,970,170,0.152
Johannesburg CDP,09/01/2020,2020,September,0,0,0
Johnsville CDP,09/01/2020,2020,September,0,0,0
Joshua Tree CDP,09/01/2020,2020,September,2100,400,0.161
Jurupa Valley city,09/01/2020,2020,September,43300,4600,0.096
Keddie CDP,09/01/2020,2020,September,20,10,0.464
Keeler CDP,09/01/2020,2020,September,10,0,0
Keene CDP,09/01/2020,2020,September,100,0,0.132
Kelseyville CDP,09/01/2020,2020,September,1370,80,0.057
Kennedy CDP,09/01/2020,2020,September,1200,300,0.177
Kensington CDP,09/01/2020,2020,September,2500,200,0.059
Kerman city,09/01/2020,2020,September,6100,600,0.089
Kernville CDP,09/01/2020,2020,September,400,0,0
Kettleman City CDP,09/01/2020,2020,September,500,100,0.149
Keyes CDP,09/01/2020,2020,September,2400,300,0.107
King City city,09/01/2020,2020,September,5300,300,0.049
Kings Beach CDP,09/01/2020,2020,September,1600,0,0.027
Kingsburg city,09/01/2020,2020,September,5100,400,0.072
Kirkwood CDP,09/01/2020,2020,September,60,0,0.048
Klamath CDP,09/01/2020,2020,September,190,30,0.14
Knightsen CDP,09/01/2020,2020,September,500,0,0.052
La Canada Flintridge city,09/01/2020,2020,September,8000,600,0.074
La Crescenta Montrose CDP,09/01/2020,2020,September,8300,1000,0.111
Ladera Heights CDP,09/01/2020,2020,September,2900,600,0.181
Lafayette city,09/01/2020,2020,September,11000,600,0.053
Laguna Beach city,09/01/2020,2020,September,11100,800,0.068
Laguna Hills city,09/01/2020,2020,September,15100,1200,0.073
Laguna Niguel city,09/01/2020,2020,September,31500,2600,0.076
Laguna Woods city,09/01/2020,2020,September,2800,200,0.061
La Habra city,09/01/2020,2020,September,27300,2900,0.096
La Habra Heights city,09/01/2020,2020,September,2200,300,0.125
Lake Almanor Country Club CDP,09/01/2020,2020,September,80,0,0
Lake Almanor Peninsula CDP,09/01/2020,2020,September,100,0,0
Lake Almanor West CDP,09/01/2020,2020,September,20,10,0.233
Lake Arrowhead CDP,09/01/2020,2020,September,3800,500,0.109
Lake Elsinore city,09/01/2020,2020,September,27100,3300,0.108
Lake Forest city,09/01/2020,2020,September,43600,3200,0.069
Lake Isabella CDP,09/01/2020,2020,September,1000,200,0.169
Lakeland Village CDP,09/01/2020,2020,September,5000,900,0.157
Lake Los Angeles CDP,09/01/2020,2020,September,2900,1000,0.262
Lake Nacimiento CDP,09/01/2020,2020,September,1100,100,0.061
Lake of the Pines CDP,09/01/2020,2020,September,1720,210,0.107
Lake of the Woods CDP,09/01/2020,2020,September,200,0,0.121
Lakeport city,09/01/2020,2020,September,2340,120,0.047
Lakeside CDP,09/01/2020,2020,September,9400,1300,0.117
Lakeview CDP,09/01/2020,2020,September,1000,100,0.113
Lake Wildwood CDP,09/01/2020,2020,September,1760,30,0.018
Lakewood city,09/01/2020,2020,September,35400,5900,0.142
La Mesa city,09/01/2020,2020,September,27300,2800,0.094
La Mirada city,09/01/2020,2020,September,20000,3300,0.143
Lamont CDP,09/01/2020,2020,September,5800,700,0.114
Lanare CDP,09/01/2020,2020,September,100,0,0
Lancaster city,09/01/2020,2020,September,52400,10900,0.172
La Palma city,09/01/2020,2020,September,6900,700,0.089
La Porte CDP,09/01/2020,2020,September,0,0,0
La Puente city,09/01/2020,2020,September,15700,2900,0.154
La Quinta city,09/01/2020,2020,September,16900,2200,0.115
La Riviera CDP,09/01/2020,2020,September,5200,500,0.085
Larkspur city,09/01/2020,2020,September,6300,300,0.051
Las Flores CDP,09/01/2020,2020,September,2800,100,0.03
Las Lomas CDP,09/01/2020,2020,September,1700,200,0.109
Lathrop city,09/01/2020,2020,September,8700,800,0.085
Laton CDP,09/01/2020,2020,September,800,100,0.124
La Verne city,09/01/2020,2020,September,13200,1800,0.121
Lawndale city,09/01/2020,2020,September,13700,3000,0.18
Laytonville CDP,09/01/2020,2020,September,380,90,0.197
Lebec CDP,09/01/2020,2020,September,700,200,0.207
Le Grand CDP,09/01/2020,2020,September,700,100,0.138
Lemon Cove CDP,09/01/2020,2020,September,100,0,0.045
Lemon Grove city,09/01/2020,2020,September,11100,1500,0.117
Lemoore city,09/01/2020,2020,September,10700,1100,0.094
Lemoore Station CDP,09/01/2020,2020,September,1300,100,0.079
Lennox CDP,09/01/2020,2020,September,8900,1700,0.157
Lenwood CDP,09/01/2020,2020,September,1600,0,0.029
Lewiston CDP,09/01/2020,2020,September,400,30,0.065
Lincoln city,09/01/2020,2020,September,17200,1400,0.074
Lincoln Village CDP,09/01/2020,2020,September,1900,200,0.102
Linda CDP,09/01/2020,2020,September,5900,1000,0.145
Linden CDP,09/01/2020,2020,September,900,0,0.044
Lindsay city,09/01/2020,2020,September,4300,900,0.169
Little Grass Valley CDP,09/01/2020,2020,September,0,0,0
Littlerock CDP,09/01/2020,2020,September,500,200,0.286
Live Oak CDP,09/01/2020,2020,September,7600,400,0.055
Live Oak city,09/01/2020,2020,September,3300,300,0.09
Livermore city,09/01/2020,2020,September,42200,3300,0.072
Livingston city,09/01/2020,2020,September,6200,300,0.054
Lockeford CDP,09/01/2020,2020,September,1300,200,0.124
Lodi city,09/01/2020,2020,September,26300,2700,0.092
Loma Linda city,09/01/2020,2020,September,9900,700,0.068
Loma Rica CDP,09/01/2020,2020,September,1000,0,0.036
Lomita city,09/01/2020,2020,September,9300,1500,0.137
Lompoc city,09/01/2020,2020,September,15400,1600,0.096
London CDP,09/01/2020,2020,September,600,100,0.178
Lone Pine CDP,09/01/2020,2020,September,730,60,0.078
Long Beach city,09/01/2020,2020,September,196200,36600,0.157
Loomis town,09/01/2020,2020,September,2900,300,0.084
Los Alamitos city,09/01/2020,2020,September,5200,500,0.094
Los Alamos CDP,09/01/2020,2020,September,800,100,0.075
Los Altos city,09/01/2020,2020,September,13400,500,0.039
Los Angeles city,09/01/2020,2020,September,1704900,306600,0.152
Los Banos city,09/01/2020,2020,September,14700,2100,0.126
Los Gatos town,09/01/2020,2020,September,14600,900,0.056
Los Molinos CDP,09/01/2020,2020,September,580,50,0.08
Lost Hills CDP,09/01/2020,2020,September,800,0,0.047
Lower Lake CDP,09/01/2020,2020,September,630,50,0.078
Loyalton city,09/01/2020,2020,September,410,30,0.07
Lucerne CDP,09/01/2020,2020,September,1210,60,0.047
Lynwood city,09/01/2020,2020,September,23300,4800,0.172
McCloud CDP,09/01/2020,2020,September,310,50,0.141
McFarland city,09/01/2020,2020,September,4700,900,0.156
McKinleyville CDP,09/01/2020,2020,September,6700,400,0.057
McKittrick CDP,09/01/2020,2020,September,0,0,0
Madera city,09/01/2020,2020,September,24800,2400,0.089
Madera Acres CDP,09/01/2020,2020,September,4300,300,0.067
Magalia CDP,09/01/2020,2020,September,4200,300,0.062
Malibu city,09/01/2020,2020,September,5500,600,0.098
Mammoth Lakes town,09/01/2020,2020,September,3930,40,0.011
Manhattan Beach city,09/01/2020,2020,September,16500,1400,0.08
Manteca city,09/01/2020,2020,September,33500,3900,0.105
Manton CDP,09/01/2020,2020,September,100,10,0.075
March AFB CDP,09/01/2020,2020,September,300,0,0.03
Maricopa city,09/01/2020,2020,September,300,100,0.166
Marina city,09/01/2020,2020,September,10500,1300,0.112
Marina del Rey CDP,09/01/2020,2020,September,5800,600,0.096
Mariposa CDP,09/01/2020,2020,September,610,30,0.047
Markleeville CDP,09/01/2020,2020,September,60,0,0
Martinez city,09/01/2020,2020,September,17900,1500,0.078
Marysville city,09/01/2020,2020,September,4300,500,0.096
Mayflower Village CDP,09/01/2020,2020,September,2500,300,0.102
Maywood city,09/01/2020,2020,September,10200,1600,0.134
Meadow Valley CDP,09/01/2020,2020,September,150,50,0.248
Meadow Vista CDP,09/01/2020,2020,September,1600,100,0.046
Mecca CDP,09/01/2020,2020,September,2800,400,0.114
Meiners Oaks CDP,09/01/2020,2020,September,1700,100,0.061
Mendocino CDP,09/01/2020,2020,September,470,0,0
Mendota city,09/01/2020,2020,September,3900,1200,0.231
Menifee City,09/01/2020,2020,September,34800,4100,0.106
Menlo Park city,09/01/2020,2020,September,17900,800,0.04
Mentone CDP,09/01/2020,2020,September,4600,500,0.09
Merced city,09/01/2020,2020,September,30700,4200,0.12
Mesa CDP,09/01/2020,2020,September,140,10,0.079
Mesa Vista CDP,09/01/2020,2020,September,70,20,0.261
Mettler CDP,09/01/2020,2020,September,100,0,0.243
Middletown CDP,09/01/2020,2020,September,310,40,0.111
Millbrae city,09/01/2020,2020,September,11500,900,0.069
Mill Valley city,09/01/2020,2020,September,6400,300,0.043
Milpitas city,09/01/2020,2020,September,38900,3400,0.079
Mineral CDP,09/01/2020,2020,September,90,20,0.143
Mira Monte CDP,09/01/2020,2020,September,3100,300,0.099
Mission Canyon CDP,09/01/2020,2020,September,1400,0,0.02
Mission Hills CDP,09/01/2020,2020,September,1700,300,0.135
Mission Viejo city,09/01/2020,2020,September,43900,3700,0.077
Mi Wuk Village CDP,09/01/2020,2020,September,310,80,0.195
Modesto city,09/01/2020,2020,September,83600,10500,0.112
Mohawk Vista CDP,09/01/2020,2020,September,40,0,0
Mojave CDP,09/01/2020,2020,September,1300,500,0.265
Mokelumne Hill CDP,09/01/2020,2020,September,180,40,0.196
Mono Vista CDP,09/01/2020,2020,September,1410,20,0.014
Monrovia city,09/01/2020,2020,September,17300,2600,0.129
Montclair city,09/01/2020,2020,September,17100,1900,0.101
Montebello city,09/01/2020,2020,September,23700,4700,0.166
Montecito CDP,09/01/2020,2020,September,2800,300,0.109
Monterey city,09/01/2020,2020,September,12800,1400,0.099
Monterey Park city,09/01/2020,2020,September,24300,5500,0.184
Monte Rio CDP,09/01/2020,2020,September,500,200,0.267
Moorpark city,09/01/2020,2020,September,17400,1400,0.075
Morada CDP,09/01/2020,2020,September,1500,0,0
Moraga town,09/01/2020,2020,September,6800,400,0.058
Moreno Valley city,09/01/2020,2020,September,83600,10600,0.112
Morgan Hill city,09/01/2020,2020,September,22000,1700,0.07
Morongo Valley CDP,09/01/2020,2020,September,1400,100,0.096
Morro Bay city,09/01/2020,2020,September,4200,500,0.112
Moss Landing CDP,09/01/2020,2020,September,0,0,0
Mountain Mesa CDP,09/01/2020,2020,September,200,0,0.111
Mountain Ranch CDP,09/01/2020,2020,September,450,70,0.127
Mountain View CDP,09/01/2020,2020,September,1100,200,0.174
Mountain View city,09/01/2020,2020,September,48200,1900,0.039
Mountain View Acres CDP,09/01/2020,2020,September,1200,200,0.164
Mount Shasta city,09/01/2020,2020,September,1350,30,0.022
Murphys CDP,09/01/2020,2020,September,900,80,0.08
Murrieta city,09/01/2020,2020,September,49700,5000,0.091
Muscoy CDP,09/01/2020,2020,September,4200,1100,0.206
Napa city,09/01/2020,2020,September,37700,3300,0.08
National City city,09/01/2020,2020,September,21900,3200,0.128
Needles city,09/01/2020,2020,September,1600,100,0.073
Nevada City city,09/01/2020,2020,September,1240,80,0.062
Newark city,09/01/2020,2020,September,21900,2100,0.088
Newman city,09/01/2020,2020,September,4000,600,0.133
Newport Beach city,09/01/2020,2020,September,39900,2800,0.066
Nice CDP,09/01/2020,2020,September,910,50,0.054
Nipomo CDP,09/01/2020,2020,September,7700,900,0.104
Norco city,09/01/2020,2020,September,10400,1000,0.085
North Auburn CDP,09/01/2020,2020,September,5100,300,0.058
North Edwards CDP,09/01/2020,2020,September,400,100,0.184
North El Monte CDP,09/01/2020,2020,September,1500,100,0.081
North Fair Oaks CDP,09/01/2020,2020,September,7500,400,0.052
North Highlands CDP,09/01/2020,2020,September,18500,1700,0.083
North Lakeport CDP,09/01/2020,2020,September,1390,50,0.033
Norwalk city,09/01/2020,2020,September,41400,8100,0.163
Novato city,09/01/2020,2020,September,26500,1900,0.068
Nuevo CDP,09/01/2020,2020,September,2800,300,0.101
Oakdale city,09/01/2020,2020,September,8300,1200,0.127
Oakhurst CDP,09/01/2020,2020,September,1500,100,0.088
Oakland city,09/01/2020,2020,September,185400,24100,0.115
Oakley city,09/01/2020,2020,September,17200,1900,0.1
Oak Park CDP,09/01/2020,2020,September,6100,700,0.098
Oak View CDP,09/01/2020,2020,September,2000,200,0.087
Occidental CDP,09/01/2020,2020,September,400,0,0
Oceano CDP,09/01/2020,2020,September,3000,300,0.095
Oceanside city,09/01/2020,2020,September,73400,7800,0.097
Oildale CDP,09/01/2020,2020,September,11900,2600,0.178
Ojai city,09/01/2020,2020,September,3100,200,0.066
Olancha CDP,09/01/2020,2020,September,140,20,0.119
Olivehurst CDP,09/01/2020,2020,September,4400,700,0.14
Ontario city,09/01/2020,2020,September,78700,8600,0.099
Onyx CDP,09/01/2020,2020,September,200,0,0
Orange city,09/01/2020,2020,September,63800,5900,0.084
Orange Cove city,09/01/2020,2020,September,3100,600,0.157
Orangevale CDP,09/01/2020,2020,September,15500,1200,0.07
Orcutt CDP,09/01/2020,2020,September,13600,1200,0.08
Orinda city,09/01/2020,2020,September,7900,500,0.055
Orland city,09/01/2020,2020,September,3330,270,0.075
Oroville city,09/01/2020,2020,September,5200,500,0.089
Oroville East CDP,09/01/2020,2020,September,2600,200,0.066
Oxnard city,09/01/2020,2020,September,88000,8800,0.091
Pacheco CDP,09/01/2020,2020,September,2100,400,0.155
Pacifica city,09/01/2020,2020,September,21700,1700,0.073
Pacific Grove city,09/01/2020,2020,September,6700,500,0.072
Pajaro CDP,09/01/2020,2020,September,1300,600,0.314
Palermo CDP,09/01/2020,2020,September,1600,300,0.162
Palmdale city,09/01/2020,2020,September,52100,10900,0.173
Palm Desert city,09/01/2020,2020,September,21900,3100,0.123
Palm Springs city,09/01/2020,2020,September,20300,2800,0.119
Palo Alto city,09/01/2020,2020,September,32500,1300,0.039
Palos Verdes Estates city,09/01/2020,2020,September,4800,400,0.077
Paradise town,09/01/2020,2020,September,9400,300,0.029
Paramount city,09/01/2020,2020,September,20200,4100,0.169
Parksdale CDP,09/01/2020,2020,September,1000,100,0.097
Parkwood CDP,09/01/2020,2020,September,700,100,0.126
Parlier city,09/01/2020,2020,September,6000,800,0.113
Pasadena city,09/01/2020,2020,September,65400,9000,0.121
Patterson city,09/01/2020,2020,September,8900,900,0.095
Paxton CDP,09/01/2020,2020,September,0,0,0
Penn Valley CDP,09/01/2020,2020,September,430,60,0.118
Perris city,09/01/2020,2020,September,27100,3500,0.115
Petaluma city,09/01/2020,2020,September,30700,2200,0.068
Pico Rivera city,09/01/2020,2020,September,24900,4600,0.156
Piedmont city,09/01/2020,2020,September,4500,300,0.056
Pine Mountain Club CDP,09/01/2020,2020,September,700,100,0.086
Pinole city,09/01/2020,2020,September,8600,900,0.091
Piru CDP,09/01/2020,2020,September,700,100,0.13
Pismo Beach city,09/01/2020,2020,September,3900,200,0.041
Pittsburg city,09/01/2020,2020,September,29600,4200,0.125
Pixley CDP,09/01/2020,2020,September,900,300,0.225
Placentia city,09/01/2020,2020,September,22800,2300,0.091
Placerville city,09/01/2020,2020,September,4600,300,0.058
Planada CDP,09/01/2020,2020,September,1700,300,0.132
Pleasant Hill city,09/01/2020,2020,September,15700,1300,0.078
Pleasanton city,09/01/2020,2020,September,35800,2300,0.061
Plumas Eureka CDP,09/01/2020,2020,September,120,10,0.1
Plymouth city,09/01/2020,2020,September,410,30,0.066
Point Arena city,09/01/2020,2020,September,190,10,0.068
Point Reyes Station CDP,09/01/2020,2020,September,100,0,0
Pollock Pines CDP,09/01/2020,2020,September,2800,200,0.073
Pomona city,09/01/2020,2020,September,55800,10200,0.155
Poplar Cotton Center CDP,09/01/2020,2020,September,800,500,0.366
Port Costa CDP,09/01/2020,2020,September,100,0,0
Porterville city,09/01/2020,2020,September,20500,3400,0.143
Port Hueneme city,09/01/2020,2020,September,8900,800,0.083
Portola city,09/01/2020,2020,September,710,20,0.022
Poway city,09/01/2020,2020,September,23100,1500,0.062
Prattville CDP,09/01/2020,2020,September,0,0,0
Prunedale CDP,09/01/2020,2020,September,9100,1000,0.099
Quartz Hill CDP,09/01/2020,2020,September,3500,600,0.153
Quincy CDP,09/01/2020,2020,September,820,30,0.036
Raisin City CDP,09/01/2020,2020,September,200,0,0.112
Ramona CDP,09/01/2020,2020,September,9400,800,0.078
Rancho Calaveras CDP,09/01/2020,2020,September,3190,220,0.066
Rancho Cordova City,09/01/2020,2020,September,31500,3400,0.097
Rancho Cucamonga city,09/01/2020,2020,September,86100,7900,0.084
Rancho Mirage city,09/01/2020,2020,September,5700,500,0.081
Rancho Murieta CDP,09/01/2020,2020,September,2200,100,0.045
Rancho Palos Verdes city,09/01/2020,2020,September,16300,1700,0.095
Rancho Santa Margarita city,09/01/2020,2020,September,24600,1800,0.067
Rancho Tehama Reserve CDP,09/01/2020,2020,September,660,100,0.13
Randsburg CDP,09/01/2020,2020,September,0,0,0
Red Bluff city,09/01/2020,2020,September,4730,470,0.09
Redding city,09/01/2020,2020,September,35900,3100,0.08
Redlands city,09/01/2020,2020,September,31800,2700,0.078
Redondo Beach city,09/01/2020,2020,September,34300,4200,0.11
Redway CDP,09/01/2020,2020,September,600,100,0.082
Redwood City city,09/01/2020,2020,September,45900,2600,0.054
Reedley city,09/01/2020,2020,September,10300,1100,0.098
Rialto city,09/01/2020,2020,September,39300,5200,0.116
