county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Solano County,5/22/20,238,37,,,
Sonoma County,5/22/20,157,82,,,
Stanislaus County,5/22/20,121,93,,,
Sutter County,5/22/20,19,19,,,
Tehama County,5/22/20,,,,,
Trinity County,5/22/20,,,,,
Tulare County,5/22/20,113,44,,,
Tuolumne County,5/22/20,50,,,,
Ventura County,5/22/20,388,328,,,
Yolo County,5/22/20,245,227,,,
Yuba County,5/22/20,31,18,,,
Wilton Rancheria Tribe,5/22/20,,,,,
Bishop Paiute Tribal Council,5/22/20,,,,,
Alameda County,5/23/20,533,432,91,91,
Alpine County,5/23/20,,,,,
Amador County,5/23/20,,,,,
Butte County,5/23/20,111,111,,,
Calaveras County,5/23/20,73,23,,,
Colusa County,5/23/20,,,,,
Contra Costa County,5/23/20,568,369,,,
Del Norte County,5/23/20,20,,,,
El Dorado County,5/23/20,26,13,,,
Fresno County,5/23/20,305,250,28,28,
Glenn County,5/23/20,,,,,
Humboldt County,5/23/20,74,51,15,,
Imperial County,5/23/20,132,132,37,,
Inyo County,5/23/20,,,,,
Kern County,5/23/20,,,15,15,
Kings County,5/23/20,41,39,,,
Lake County,5/23/20,15,,,,
Lassen County,5/23/20,,,,,
Los Angeles County,5/23/20,4233,2712,651,651,
Madera County ,5/23/20,17,17,,,
Marin County ,5/23/20,191,115,44,,
Mariposa County,5/23/20,44,15,,,
Mendocino County,5/23/20,189,150,,,
Merced County,5/23/20,112,74,,,
Modoc County,5/23/20,,,,,
Mono County,5/23/20,,,,,
Monterey County,5/23/20,142,98,108,15,
Napa County ,5/23/20,97,50,18,12,
Nevada County ,5/23/20,70,,,,
Orange County,5/23/20,666,356,78,78,
Placer County,5/23/20,73,44,12,12,
Plumas County,5/23/20,,,,,
Riverside County,5/23/20,330,330,15,15,
Sacramento County,5/23/20,423,385,63,63,
San Benito County,5/23/20,67,39,,,
San Bernardino County,5/23/20,50,37,20,,20
San Diego County,5/23/20,1617,279,44,44,
San Francisco,5/23/20,2678,1046,91,91,
San Joaquin County,5/23/20,76,50,,,
San Luis Obispo County,5/23/20,155,,14,14,
San Mateo County,5/23/20,163,163,,,
Santa Barbara County,5/23/20,146,123,,,
Santa Clara County,5/23/20,689,439,105,105,
Santa Cruz County,5/23/20,118,89,35,,
Shasta County,5/23/20,30,25,,,
Sierra County,5/23/20,,,,,
Siskiyou County,5/23/20,,,,,
Solano County,5/23/20,238,37,,,
Sonoma County,5/23/20,157,82,,,
Stanislaus County,5/23/20,121,97,,,
Sutter County,5/23/20,19,19,,,
Tehama County,5/23/20,,,,,
Trinity County,5/23/20,,,,,
Tulare County,5/23/20,113,44,,,
Tuolumne County,5/23/20,50,,,,
Ventura County,5/23/20,388,328,,,
Yolo County,5/23/20,245,227,,,
Yuba County,5/23/20,33,18,,,
Wilton Rancheria Tribe,5/23/20,,,,,
Bishop Paiute Tribal Council,5/23/20,,,,,
Alameda County,5/24/20,533,432,91,91,
Alpine County,5/24/20,,,,,
Amador County,5/24/20,,,,,
Butte County,5/24/20,111,111,,,
Calaveras County,5/24/20,73,23,,,
Colusa County,5/24/20,,,,,
Contra Costa County,5/24/20,568,368,,,
Del Norte County,5/24/20,20,,,,
El Dorado County,5/24/20,26,13,,,
Fresno County,5/24/20,305,250,28,28,
Glenn County,5/24/20,,,,,
Humboldt County,5/24/20,74,51,15,,
Imperial County,5/24/20,132,132,37,,
Inyo County,5/24/20,,,,,
Kern County,5/24/20,,,15,15,
Kings County,5/24/20,41,39,,,
Lake County,5/24/20,15,,,,
Lassen County,5/24/20,,,,,
Los Angeles County,5/24/20,4233,2777,651,651,
Madera County ,5/24/20,17,17,,,
Marin County ,5/24/20,191,115,44,,
Mariposa County,5/24/20,44,15,,,
Mendocino County,5/24/20,189,150,,,
Merced County,5/24/20,112,74,,,
Modoc County,5/24/20,,,,,
Mono County,5/24/20,,,,,
Monterey County,5/24/20,142,98,108,15,
Napa County ,5/24/20,97,50,18,12,
Nevada County ,5/24/20,70,,,,
Orange County,5/24/20,666,356,78,78,
Placer County,5/24/20,73,44,12,12,
Plumas County,5/24/20,,,,,
Riverside County,5/24/20,330,330,15,15,
Sacramento County,5/24/20,423,385,63,63,
San Benito County,5/24/20,67,45,,,
San Bernardino County,5/24/20,50,37,20,,20
San Diego County,5/24/20,1617,284,44,44,
San Francisco,5/24/20,2678,1047,91,91,
San Joaquin County,5/24/20,76,49,,,
San Luis Obispo County,5/24/20,155,,14,14,
San Mateo County,5/24/20,163,163,,,
Santa Barbara County,5/24/20,146,123,,,
Santa Clara County,5/24/20,689,439,105,105,
Santa Cruz County,5/24/20,118,93,35,,
Shasta County,5/24/20,30,25,,,
Sierra County,5/24/20,,,,,
Siskiyou County,5/24/20,,,,,
Solano County,5/24/20,238,37,,,
Sonoma County,5/24/20,157,82,,,
Stanislaus County,5/24/20,121,97,,,
Sutter County,5/24/20,19,19,,,
Tehama County,5/24/20,,,,,
Trinity County,5/24/20,,,,,
Tulare County,5/24/20,113,43,,,
Tuolumne County,5/24/20,50,,,,
Ventura County,5/24/20,388,328,,,
Yolo County,5/24/20,245,227,,,
Yuba County,5/24/20,33,18,,,
Wilton Rancheria Tribe,5/24/20,,,,,
Bishop Paiute Tribal Council,5/24/20,,,,,
Alameda County,5/25/20,533,432,91,91,
Alpine County,5/25/20,,,,,
Amador County,5/25/20,,,,,
Butte County,5/25/20,111,111,,,
Calaveras County,5/25/20,73,23,,,
Colusa County,5/25/20,,,,,
Contra Costa County,5/25/20,568,368,,,
Del Norte County,5/25/20,20,,,,
El Dorado County,5/25/20,26,13,,,
Fresno County,5/25/20,305,250,28,28,
Glenn County,5/25/20,,,,,
Humboldt County,5/25/20,74,51,15,,
Imperial County,5/25/20,132,132,37,,
Inyo County,5/25/20,,,,,
Kern County,5/25/20,,,15,15,
Kings County,5/25/20,41,39,,,
Lake County,5/25/20,15,,,,
Lassen County,5/25/20,,,,,
Los Angeles County,5/25/20,4233,2808,651,651,
Madera County ,5/25/20,17,17,,,
Marin County ,5/25/20,191,115,44,,
Mariposa County,5/25/20,44,15,,,
Mendocino County,5/25/20,189,150,,,
Merced County,5/25/20,112,74,,,
Modoc County,5/25/20,,,,,
Mono County,5/25/20,,,,,
Monterey County,5/25/20,142,98,108,15,
Napa County ,5/25/20,97,50,18,12,
Nevada County ,5/25/20,70,,,,
Orange County,5/25/20,666,356,78,78,
Placer County,5/25/20,73,44,12,12,
Plumas County,5/25/20,,,,,
Riverside County,5/25/20,330,330,15,15,
Sacramento County,5/25/20,423,385,63,63,
San Benito County,5/25/20,67,45,,,
San Bernardino County,5/25/20,50,37,20,,20
San Diego County,5/25/20,1617,287,44,44,
San Francisco,5/25/20,2678,1074,91,91,
San Joaquin County,5/25/20,76,49,,,
San Luis Obispo County,5/25/20,155,,14,14,
San Mateo County,5/25/20,163,163,,,
Santa Barbara County,5/25/20,146,123,,,
Santa Clara County,5/25/20,689,439,105,105,
Santa Cruz County,5/25/20,118,93,35,,
Shasta County,5/25/20,30,25,,,
Sierra County,5/25/20,,,,,
Siskiyou County,5/25/20,,,,,
Solano County,5/25/20,238,37,,,
Sonoma County,5/25/20,157,82,,,
Stanislaus County,5/25/20,121,97,,,
Sutter County,5/25/20,19,19,,,
Tehama County,5/25/20,,,,,
Trinity County,5/25/20,,,,,
Tulare County,5/25/20,113,43,,,
Tuolumne County,5/25/20,50,,,,
Ventura County,5/25/20,388,328,,,
Yolo County,5/25/20,245,227,,,
Yuba County,5/25/20,33,18,,,
Wilton Rancheria Tribe,5/25/20,,,,,
Bishop Paiute Tribal Council,5/25/20,,,,,
Alameda County,5/26/20,533,436,91,91,
Alpine County,5/26/20,,,,,
Amador County,5/26/20,,,,,
Butte County,5/26/20,114,114,,,
Calaveras County,5/26/20,73,23,,,
Colusa County,5/26/20,,,,,
Contra Costa County,5/26/20,568,368,,,
Del Norte County,5/26/20,20,,,,
El Dorado County,5/26/20,26,13,,,
Fresno County,5/26/20,305,250,28,28,
Glenn County,5/26/20,,,,,
Humboldt County,5/26/20,74,46,15,,
Imperial County,5/26/20,132,132,37,,
Inyo County,5/26/20,,,,,
Kern County,5/26/20,,,15,15,
Kings County,5/26/20,41,40,,,
Lake County,5/26/20,15,,,,
Lassen County,5/26/20,,,,,
Los Angeles County,5/26/20,4233,2801,651,651,
Madera County ,5/26/20,17,17,,,
Marin County ,5/26/20,191,115,44,,
Mariposa County,5/26/20,44,12,,,
Mendocino County,5/26/20,190,151,,,
Merced County,5/26/20,112,74,,,
Modoc County,5/26/20,,,,,
Mono County,5/26/20,,,,,
Monterey County,5/26/20,142,98,108,15,
Napa County ,5/26/20,97,49,18,12,
Nevada County ,5/26/20,70,,,,
Orange County,5/26/20,666,413,78,78,
Placer County,5/26/20,73,44,12,12,
Plumas County,5/26/20,14,14,,,
Riverside County,5/26/20,334,334,15,15,
Sacramento County,5/26/20,423,385,63,63,
San Benito County,5/26/20,67,52,,,
San Bernardino County,5/26/20,50,37,20,,20
San Diego County,5/26/20,1617,286,44,44,
San Francisco,5/26/20,2678,1057,91,91,
San Joaquin County,5/26/20,76,49,,,
San Luis Obispo County,5/26/20,155,,14,14,
San Mateo County,5/26/20,167,167,,,
Santa Barbara County,5/26/20,146,123,,,
Santa Clara County,5/26/20,689,439,105,105,
Santa Cruz County,5/26/20,118,93,35,,
Shasta County,5/26/20,30,27,,,
Sierra County,5/26/20,,,,,
Siskiyou County,5/26/20,,,,,
Solano County,5/26/20,238,37,,,
Sonoma County,5/26/20,157,82,,,
Stanislaus County,5/26/20,122,97,,,
Sutter County,5/26/20,19,19,,,
Tehama County,5/26/20,,,,,
Trinity County,5/26/20,,,,,
Tulare County,5/26/20,113,43,,,
Tuolumne County,5/26/20,50,,,,
Ventura County,5/26/20,388,324,,,
Yolo County,5/26/20,245,220,,,
Yuba County,5/26/20,33,18,,,
Wilton Rancheria Tribe,5/26/20,,,,,
Bishop Paiute Tribal Council,5/26/20,,,,,
Alameda County,5/27/20,533,437,91,91,
Alpine County,5/27/20,,,,,
Amador County,5/27/20,,,,,
Butte County,5/27/20,118,118,,,
Calaveras County,5/27/20,73,23,,,
Colusa County,5/27/20,,,,,
Contra Costa County,5/27/20,568,375,,,
Del Norte County,5/27/20,20,,,,
El Dorado County,5/27/20,26,13,,,
Fresno County,5/27/20,305,250,28,28,
Glenn County,5/27/20,,,,,
Humboldt County,5/27/20,74,43,15,,
Imperial County,5/27/20,132,132,37,,
Inyo County,5/27/20,,,,,
Kern County,5/27/20,,,15,15,
Kings County,5/27/20,41,40,,,
Lake County,5/27/20,15,,,,
Lassen County,5/27/20,,,,,
Los Angeles County,5/27/20,4233,2867,651,651,
Madera County ,5/27/20,17,17,,,
Marin County ,5/27/20,189,109,44,,
Mariposa County,5/27/20,44,12,,,
Mendocino County,5/27/20,191,153,,,
Merced County,5/27/20,112,74,,,
Modoc County,5/27/20,,,,,
Mono County,5/27/20,,,,,
Monterey County,5/27/20,142,98,108,15,
Napa County ,5/27/20,97,49,18,12,
Nevada County ,5/27/20,70,,,,
Orange County,5/27/20,666,433,78,78,
Placer County,5/27/20,73,40,12,12,
Plumas County,5/27/20,14,14,,,
Riverside County,5/27/20,330,330,15,15,
Sacramento County,5/27/20,423,371,63,63,
San Benito County,5/27/20,67,64,,,
San Bernardino County,5/27/20,50,37,20,,20
San Diego County,5/27/20,1617,275,44,44,
San Francisco,5/27/20,2678,1070,91,91,
San Joaquin County,5/27/20,76,50,,,
San Luis Obispo County,5/27/20,155,,14,14,
San Mateo County,5/27/20,166,166,,,
Santa Barbara County,5/27/20,145,123,,,
Santa Clara County,5/27/20,689,447,105,105,
Santa Cruz County,5/27/20,118,99,35,,
Shasta County,5/27/20,30,28,,,
Sierra County,5/27/20,,,,,
Siskiyou County,5/27/20,,,,,
Solano County,5/27/20,238,44,,,
Sonoma County,5/27/20,157,82,,,
Stanislaus County,5/27/20,122,97,,,
Sutter County,5/27/20,19,19,,,
Tehama County,5/27/20,,,,,
Trinity County,5/27/20,,,,,
Tulare County,5/27/20,113,47,,,
Tuolumne County,5/27/20,50,,,,
Ventura County,5/27/20,388,320,,,
Yolo County,5/27/20,245,219,,,
Yuba County,5/27/20,22,18,,,
Wilton Rancheria Tribe,5/27/20,,,,,
Bishop Paiute Tribal Council,5/27/20,,,,,
Alameda County,5/28/20,533,430,91,91,
Alpine County,5/28/20,,,,,
Amador County,5/28/20,,,,,
Butte County,5/28/20,118,118,,,
Calaveras County,5/28/20,73,23,,,
Colusa County,5/28/20,,,,,
Contra Costa County,5/28/20,568,391,,,
Del Norte County,5/28/20,20,11,,,
El Dorado County,5/28/20,26,13,,,
Fresno County,5/28/20,305,250,28,28,
Glenn County,5/28/20,,,,,
Humboldt County,5/28/20,74,44,15,,
Imperial County,5/28/20,132,132,37,,
Inyo County,5/28/20,,,,,
Kern County,5/28/20,,,15,15,
Kings County,5/28/20,41,40,,,
Lake County,5/28/20,15,,,,
Lassen County,5/28/20,,,,,
Los Angeles County,5/28/20,4233,2980,651,651,
Madera County ,5/28/20,17,17,,,
Marin County ,5/28/20,189,109,44,,
Mariposa County,5/28/20,44,12,,,
Mendocino County,5/28/20,191,153,,,
Merced County,5/28/20,112,74,,,
Modoc County,5/28/20,,,,,
Mono County,5/28/20,,,,,
Monterey County,5/28/20,142,98,108,15,
Napa County ,5/28/20,97,49,18,12,
Nevada County ,5/28/20,70,,,,
Orange County,5/28/20,666,452,78,78,
Placer County,5/28/20,73,40,12,12,
Plumas County,5/28/20,14,14,,,
Riverside County,5/28/20,329,329,15,15,
Sacramento County,5/28/20,423,371,63,63,
San Benito County,5/28/20,67,63,,,
San Bernardino County,5/28/20,50,37,20,,20
San Diego County,5/28/20,1617,277,44,44,
San Francisco,5/28/20,2678,1081,91,91,
San Joaquin County,5/28/20,76,50,,,
San Luis Obispo County,5/28/20,155,,14,14,
San Mateo County,5/28/20,163,163,,,
Santa Barbara County,5/28/20,142,121,,,
Santa Clara County,5/28/20,689,447,105,105,
Santa Cruz County,5/28/20,118,99,35,,
Shasta County,5/28/20,30,28,,,
Sierra County,5/28/20,,,,,
Siskiyou County,5/28/20,,,,,
Solano County,5/28/20,238,44,,,
Sonoma County,5/28/20,157,82,,,
Stanislaus County,5/28/20,121,96,,,
Sutter County,5/28/20,19,19,,,
Tehama County,5/28/20,,,,,
Trinity County,5/28/20,,,,,
Tulare County,5/28/20,113,51,,,
Tuolumne County,5/28/20,50,,,,
Ventura County,5/28/20,388,320,,,
Yolo County,5/28/20,245,219,,,
Yuba County,5/28/20,23,17,,,
Wilton Rancheria Tribe,5/28/20,,,,,
Bishop Paiute Tribal Council,5/28/20,,,,,
Alameda County,5/29/20,533,430,91,91,
Alpine County,5/29/20,,,,,
Amador County,5/29/20,,,,,
Butte County,5/29/20,123,123,,,
Calaveras County,5/29/20,73,23,,,
Colusa County,5/29/20,,,,,
Contra Costa County,5/29/20,568,409,,,
Del Norte County,5/29/20,20,11,,,
El Dorado County,5/29/20,26,13,,,
Fresno County,5/29/20,305,250,28,28,
Glenn County,5/29/20,,,,,
Humboldt County,5/29/20,74,44,15,,
Imperial County,5/29/20,132,132,37,,
Inyo County,5/29/20,,,,,
Kern County,5/29/20,,,15,15,
Kings County,5/29/20,41,40,,,
Lake County,5/29/20,15,,,,
Lassen County,5/29/20,,,,,
Los Angeles County,5/29/20,4229,3072,651,651,
Madera County ,5/29/20,17,17,,,
Marin County ,5/29/20,190,109,44,,
Mariposa County,5/29/20,44,,,,
Mendocino County,5/29/20,191,153,,,
Merced County,5/29/20,112,74,,,
Modoc County,5/29/20,,,,,
Mono County,5/29/20,,,,,
Monterey County,5/29/20,142,98,108,15,
Napa County ,5/29/20,97,49,18,12,
Nevada County ,5/29/20,70,,,,
Orange County,5/29/20,666,470,78,78,
Placer County,5/29/20,73,40,12,12,
Plumas County,5/29/20,14,14,,,
Riverside County,5/29/20,334,334,15,15,
Sacramento County,5/29/20,423,371,63,63,
San Benito County,5/29/20,67,50,,,
San Bernardino County,5/29/20,50,37,20,,20
San Diego County,5/29/20,1617,276,44,44,
San Francisco,5/29/20,2809,1154,91,91,
San Joaquin County,5/29/20,76,52,,,
San Luis Obispo County,5/29/20,155,,14,14,
San Mateo County,5/29/20,166,166,,,
Santa Barbara County,5/29/20,141,121,,,
Santa Clara County,5/29/20,649,442,105,105,
Santa Cruz County,5/29/20,118,99,35,,
Shasta County,5/29/20,35,27,,,
Sierra County,5/29/20,,,,,
Siskiyou County,5/29/20,,,,,
Solano County,5/29/20,198,53,,,
Sonoma County,5/29/20,157,82,,,
Stanislaus County,5/29/20,121,96,,,
Sutter County,5/29/20,19,19,,,
Tehama County,5/29/20,,,,,
Trinity County,5/29/20,,,,,
Tulare County,5/29/20,113,51,,,
Tuolumne County,5/29/20,50,,,,
Ventura County,5/29/20,388,320,,,
Yolo County,5/29/20,245,214,,,
Yuba County,5/29/20,28,16,,,
Wilton Rancheria Tribe,5/29/20,,,,,
Bishop Paiute Tribal Council,5/29/20,,,,,
Alameda County,6/1/20,533,430,91,91,
Alpine County,6/1/20,,,,,
Amador County,6/1/20,,,,,
Butte County,6/1/20,119,119,,,
Calaveras County,6/1/20,73,25,,,
Colusa County,6/1/20,,,,,
Contra Costa County,6/1/20,568,419,,,
Del Norte County,6/1/20,20,13,,,
El Dorado County,6/1/20,26,13,,,
Fresno County,6/1/20,305,250,28,28,
Glenn County,6/1/20,,,,,
Humboldt County,6/1/20,74,44,15,,
Imperial County,6/1/20,132,132,37,,
Inyo County,6/1/20,,,,,
Kern County,6/1/20,,,15,15,
Kings County,6/1/20,41,41,,,
Lake County,6/1/20,15,,,,
Lassen County,6/1/20,,,,,
Los Angeles County,6/1/20,4229,3072,651,651,
Madera County ,6/1/20,17,17,,,
Marin County ,6/1/20,190,114,44,,
Mariposa County,6/1/20,44,,,,
Mendocino County,6/1/20,191,153,,,
Merced County,6/1/20,112,74,,,
Modoc County,6/1/20,,,,,
Mono County,6/1/20,,,,,
Monterey County,6/1/20,142,98,108,15,
Napa County ,6/1/20,97,53,18,12,
Nevada County ,6/1/20,70,,,,
Orange County,6/1/20,666,474,78,78,
Placer County,6/1/20,73,40,12,12,
Plumas County,6/1/20,14,14,,,
Riverside County,6/1/20,339,339,15,15,
Sacramento County,6/1/20,423,371,63,63,
San Benito County,6/1/20,67,50,,,
San Bernardino County,6/1/20,50,37,20,,20
San Diego County,6/1/20,1617,272,44,44,
San Francisco,6/1/20,2809,1154,91,91,
San Joaquin County,6/1/20,76,52,,,
San Luis Obispo County,6/1/20,155,,14,14,
San Mateo County,6/1/20,166,166,,,
Santa Barbara County,6/1/20,141,140,,,
Santa Clara County,6/1/20,649,442,105,105,
Santa Cruz County,6/1/20,118,99,35,,
Shasta County,6/1/20,35,27,,,
Sierra County,6/1/20,,,,,
Siskiyou County,6/1/20,,,,,
Solano County,6/1/20,198,54,,,
Sonoma County,6/1/20,157,82,,,
Stanislaus County,6/1/20,121,96,,,
Sutter County,6/1/20,19,19,,,
Tehama County,6/1/20,,,,,
Trinity County,6/1/20,,,,,
Tulare County,6/1/20,113,51,,,
Tuolumne County,6/1/20,50,34,,,
Ventura County,6/1/20,388,314,,,
Yolo County,6/1/20,245,216,,,
Yuba County,6/1/20,28,16,,,
Wilton Rancheria Tribe,6/1/20,,,,,
Bishop Paiute Tribal Council,6/1/20,,,,,
Alameda County,6/2/20,533,420,91,91,
Alpine County,6/2/20,,,,,
Amador County,6/2/20,,,,,
Butte County,6/2/20,119,119,,,
Calaveras County,6/2/20,73,25,,,
Colusa County,6/2/20,,,,,
Contra Costa County,6/2/20,567,421,,,
Del Norte County,6/2/20,20,13,,,
El Dorado County,6/2/20,26,13,,,
Fresno County,6/2/20,305,250,28,28,
Glenn County,6/2/20,,,,,
Humboldt County,6/2/20,74,41,15,,
Imperial County,6/2/20,126,93,37,,
Inyo County,6/2/20,,,,,
Kern County,6/2/20,,15,15,15,
Kings County,6/2/20,41,41,,,
Lake County,6/2/20,15,,,,
Lassen County,6/2/20,,,,,
Los Angeles County,6/2/20,4320,3265,651,651,
Madera County ,6/2/20,17,17,,,
Marin County ,6/2/20,190,116,44,,
Mariposa County,6/2/20,44,,,,
Mendocino County,6/2/20,187,147,,,
Merced County,6/2/20,112,74,,,
Modoc County,6/2/20,,,,,
Mono County,6/2/20,,,,,
Monterey County,6/2/20,142,98,108,15,
Napa County ,6/2/20,97,49,18,12,
Nevada County ,6/2/20,70,,,,
Orange County,6/2/20,666,481,78,78,
Placer County,6/2/20,73,40,12,12,
Plumas County,6/2/20,14,14,,,
Riverside County,6/2/20,342,342,15,15,
Sacramento County,6/2/20,423,390,63,63,
San Benito County,6/2/20,67,59,,,
San Bernardino County,6/2/20,50,37,20,,20
San Diego County,6/2/20,1617,273,44,44,
San Francisco,6/2/20,2253,1176,91,91,
San Joaquin County,6/2/20,76,54,,,
San Luis Obispo County,6/2/20,155,,14,14,
San Mateo County,6/2/20,163,163,,,
Santa Barbara County,6/2/20,132,130,,,
Santa Clara County,6/2/20,649,456,105,105,
Santa Cruz County,6/2/20,118,108,35,,
Shasta County,6/2/20,35,27,,,
Sierra County,6/2/20,,,,,
Siskiyou County,6/2/20,,,,,
Solano County,6/2/20,203,66,,,
Sonoma County,6/2/20,157,52,,,
Stanislaus County,6/2/20,122,97,,,
Sutter County,6/2/20,19,19,,,
Tehama County,6/2/20,,,,,
Trinity County,6/2/20,,,,,
Tulare County,6/2/20,113,55,,,
Tuolumne County,6/2/20,50,34,,,
Ventura County,6/2/20,388,312,,,
Yolo County,6/2/20,245,216,,,
Yuba County,6/2/20,28,16,,,
Wilton Rancheria Tribe,6/2/20,,,,,
Bishop Paiute Tribal Council,6/2/20,,,,,
Alameda County,6/3/20,533,421,91,91,
Alpine County,6/3/20,,,,,
Amador County,6/3/20,,,,,
Butte County,6/3/20,122,122,,,
Calaveras County,6/3/20,73,25,,,
Colusa County,6/3/20,,,,,
Contra Costa County,6/3/20,567,421,,,
Del Norte County,6/3/20,20,14,,,
El Dorado County,6/3/20,26,17,,,
Fresno County,6/3/20,305,250,28,28,
Glenn County,6/3/20,,,,,
Humboldt County,6/3/20,74,44,15,,
Imperial County,6/3/20,126,93,37,,
Inyo County,6/3/20,,,,,
Kern County,6/3/20,,15,15,15,
Kings County,6/3/20,41,41,,,
Lake County,6/3/20,15,,,,
Lassen County,6/3/20,,,,,
Los Angeles County,6/3/20,4320,3312,651,651,
Madera County ,6/3/20,17,17,,,
Marin County ,6/3/20,190,123,44,,
Mariposa County,6/3/20,44,,,,
Mendocino County,6/3/20,187,147,,,
Merced County,6/3/20,112,74,,,
Modoc County,6/3/20,,,,,
Mono County,6/3/20,,,,,
Monterey County,6/3/20,142,98,108,15,
Napa County ,6/3/20,97,49,18,12,
Nevada County ,6/3/20,70,,,,
Orange County,6/3/20,666,477,78,78,
Placer County,6/3/20,73,40,12,12,
Plumas County,6/3/20,14,14,,,
Riverside County,6/3/20,350,350,15,15,
Sacramento County,6/3/20,423,397,63,63,
San Benito County,6/3/20,67,59,,,
San Bernardino County,6/3/20,50,37,20,,20
San Diego County,6/3/20,1617,268,44,44,
San Francisco,6/3/20,2253,1200,91,91,
San Joaquin County,6/3/20,76,54,,,
San Luis Obispo County,6/3/20,155,,14,14,
San Mateo County,6/3/20,164,164,,,
Santa Barbara County,6/3/20,129,126,,,
Santa Clara County,6/3/20,674,462,105,105,
Santa Cruz County,6/3/20,118,107,35,,
Shasta County,6/3/20,35,27,,,
